instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,day_type,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Non-Working Day,4799,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Non-Working Day,4800,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Non-Working Day,4801,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Non-Working Day,4802,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4803,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4804,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4805,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4806,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4807,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4808,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4809,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4810,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4811,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4812,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4813,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4814,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4815,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4816,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4817,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4818,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4819,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4820,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4821,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4822,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4823,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4824,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4825,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Non-Working Day,4826,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4827,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4828,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4829,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4830,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,2,2,4
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4831,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4832,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4833,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4834,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,20,257,277
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4835,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,34,353,387
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4836,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0.0,11,124,135
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4837,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0.0,30,54,84
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4838,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4839,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4840,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4841,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4842,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4843,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4844,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0.0,48,437,485
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4845,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4846,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4847,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4848,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,41,153,194
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4849,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,13,112,125
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Working Day,4850,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4851,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4852,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4853,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4854,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4855,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4856,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4857,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4858,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4859,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4860,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4861,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4862,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,49,102,151
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4863,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,25,122,147
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4864,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4865,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4866,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4867,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4868,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4869,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4870,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4871,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4872,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4873,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Working Day,4874,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4875,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4876,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4877,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4878,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4879,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4880,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4881,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4882,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4883,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4884,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4885,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,32,82,114
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4886,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0.0,42,94,136
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4887,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4888,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4889,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4890,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4891,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4892,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4893,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4894,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4895,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4896,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4897,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,37,143,180
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Working Day,4898,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4899,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4900,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,3,26,29
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4901,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4902,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,0,5,5
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4903,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4904,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4905,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4906,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4907,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4908,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4909,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4910,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4911,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4912,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4913,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4914,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4915,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4916,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4917,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4918,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4919,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4920,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4921,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Working Day,4922,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4923,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4924,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4925,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,3,10,13
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4926,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,2,9,11
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4927,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4928,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0.0,4,23,27
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4929,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0.0,7,83,90
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4930,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4931,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0.0,30,354,384
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4932,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,28,151,179
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4933,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4934,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4935,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4936,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0.0,42,114,156
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Working Day,4937,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,34,114,148
